,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,y
X11,0.3705537982870916,0.4112800698476325,0.3396876449876589,0.26377143935283137,0.20057072324256126,0.3053426907935612,0.46407677160389954,0.31000170621932416,0.3454611903148256,0.35346806586154705,1.0,0.2455783246891113,0.30871941663179275,0.35139392818010246,0.31852193724386446,0.4024123481522287,0.36736650541352145,0.28701882079531327,0.3396633869435855,0.3396043169105277,0.3888285120673177,0.2872269360787213,0.3107843473697701,0.278069899820381,0.3534875793750712,0.21151590340031814,0.2642473770706011,0.21003588380926838,0.3764763098762658,0.30034119364605755,-0.08092189947191254
X12,0.2913395949285471,0.40415292512701556,0.3078522203127027,0.4403986873535095,0.27647419733812195,0.2312573730370222,0.3772078057734746,0.2756005419249579,0.23708350698549838,0.26609572954466076,0.2455783246891113,1.0,0.3664495480840882,0.26868603944426633,0.3612903565325036,0.25222935438793276,0.3469765178460796,0.31046729369793563,0.20165666878907038,0.26038585722055546,0.3972399930525849,0.2440619705186171,0.26871974465262016,0.3023686073199179,0.31804473785707504,0.24992927914308832,0.4189194999445465,0.32612619016695293,0.280684085800616,0.23803715558047897,-0.0246770412797607
X13,0.2861797333045617,0.33800130520658567,0.25506361126034954,0.333432617969923,0.3172461044920557,0.2179728510360538,0.2736003958239442,0.2463723640085515,0.2847305085871418,0.2499353685363814,0.30871941663179275,0.3664495480840882,1.0,0.3111635148981592,0.3130948248941471,0.3420015545967364,0.31339374042915935,0.23141430296533494,0.3557519594991427,0.3187340743306747,0.3641732220881239,0.3012658811404122,0.21138727050294928,0.21634415331341864,0.3314311348476724,0.29659611014196424,0.33240873070718474,0.24592600032595704,0.2916806488166201,0.2665913156443886,0.04670482596764249
X14,0.31507002812415175,0.3541367652988882,0.34150520555080555,0.3220868399333633,0.17026087286485872,0.31838298869073295,0.2821366842673528,0.26834081042673386,0.24824597996450434,0.27846947826052165,0.35139392818010246,0.26868603944426633,0.3111635148981592,1.0,0.3285612513385881,0.32817314356517135,0.3566683569026118,0.23026339094766443,0.20508151023452273,0.3395840456195473,0.35019409390497075,0.2632932346953271,0.3157510402237173,0.16209997871415252,0.3214730925327846,0.31863881081255385,0.23692441557273958,0.2733779879774366,0.3114495963852088,0.24820702456206845,-0.06217403788877826
X15,0.3406553236101448,0.33814035762003253,0.23086620526639628,0.3269268814871187,0.2030589190009839,0.3087811468465458,0.3408809842658617,0.29068083320060595,0.27160280402959086,0.2637306209155633,0.31852193724386446,0.3612903565325036,0.3130948248941471,0.3285612513385881,1.0,0.3935815863457967,0.3611693500457382,0.30941407636002555,0.31639717609917134,0.3244373888807863,0.35046409205456164,0.2992916241506708,0.23580238439661705,0.3347295153161284,0.25513361758431313,0.35007514940517626,0.2728423725212694,0.39919488249304264,0.33700357779079476,0.2995445010765857,-0.018019229646230536
X16,0.36528772904511025,0.35251982179105984,0.3090101787173489,0.41553643730581497,0.3642238698657433,0.35267110757506,0.3756931376090615,0.30412928688763086,0.30901927005363056,0.33156158867536994,0.4024123481522287,0.25222935438793276,0.3420015545967364,0.32817314356517135,0.3935815863457967,1.0,0.3549531349613729,0.35550972192588387,0.3136091373575521,0.2894227655688795,0.3921677938156998,0.397028832626247,0.3352247433217133,0.2965777329649171,0.2719289307880236,0.32036976285599217,0.41088077781713084,0.31804432627041296,0.4002728644360319,0.4293787372764793,0.012040610517298657
X17,0.2642678838068805,0.32549154278420617,0.26084501537214044,0.2807716141677854,0.3446801252544313,0.31770612766283696,0.3815953743752925,0.35635236765199896,0.3544816045197179,0.2974347513944236,0.36736650541352145,0.3469765178460796,0.31339374042915935,0.3566683569026118,0.3611693500457382,0.3549531349613729,1.0,0.39935315674745137,0.34873866333225645,0.2812340127245997,0.3321828305633474,0.21942558837411416,0.3877974487800253,0.26658384061958096,0.32893105654722665,0.3134422535216605,0.1741737396977562,0.36739897898541857,0.3456995370424556,0.34862563848410516,-0.010269203504006015
X18,0.3635621128427165,0.37185530059651467,0.3849600947256149,0.26122355893084304,0.29612449628854315,0.33694788437015705,0.32621623461362664,0.3497745548986053,0.2579372894869292,0.26134068508161123,0.28701882079531327,0.31046729369793563,0.23141430296533494,0.23026339094766443,0.30941407636002555,0.35550972192588387,0.39935315674745137,1.0,0.30823779697291054,0.22398891033774165,0.30067069721969636,0.3016925385035755,0.3157093145526647,0.27012803269535113,0.3320017900531528,0.31246218052920793,0.2899553235582758,0.23408266059987495,0.42795192780776276,0.26920177370787324,-0.015418638613378052
X19,0.2961298610030441,0.34768127460387327,0.22802925394629647,0.25984943813005973,0.19737090603417615,0.24490584986492941,0.4024514633714094,0.24475814457434356,0.4004358256080406,0.2555115508370888,0.3396633869435855,0.20165666878907038,0.3557519594991427,0.20508151023452273,0.31639717609917134,0.3136091373575521,0.34873866333225645,0.30823779697291054,1.0,0.2875877821217476,0.23307285296658398,0.3515098393771578,0.23678738113428505,0.28831965804085785,0.27500481707414903,0.2183799147027649,0.24668973773897643,0.2863994421587251,0.22981611966827234,0.24874603095465742,0.13654828087223503
X20,0.2673426564589761,0.296047337660972,0.2677906085978919,0.3128742655619462,0.30684094800128825,0.37095460050296475,0.27845534675307204,0.40642637260405695,0.20014360795902825,0.34238751102016857,0.3396043169105277,0.26038585722055546,0.3187340743306747,0.3395840456195473,0.3244373888807863,0.2894227655688795,0.2812340127245997,0.22398891033774165,0.2875877821217476,1.0,0.3967349556089445,0.22006561748825676,0.37280824990095285,0.3208048977785453,0.35196202405346494,0.2662663103663886,0.3557131809875358,0.3036901863781126,0.36670403233728815,0.2648636347433467,0.02838521104490795
X21,0.2949977964216791,0.3422273851940159,0.36619000945535324,0.3985308406550169,0.27190798872730443,0.13706910286617205,0.43993871476227614,0.24359766804925453,0.25651829507152196,0.30422298997003305,0.3888285120673177,0.3972399930525849,0.3641732220881239,0.35019409390497075,0.35046409205456164,0.3921677938156998,0.3321828305633474,0.30067069721969636,0.23307285296658398,0.3967349556089445,1.0,0.3376560641214913,0.23848015696131156,0.2697041536176277,0.33964577151418673,0.31539042195122424,0.34498285508678017,0.31093875628503886,0.37866553361887817,0.272249198681766,0.03206653626796014
X22,0.23362398331297476,0.23283426222953782,0.2783589389113075,0.2640787875398221,0.315563306807357,0.33120474770822544,0.3014691755870087,0.21532177247678724,0.33087948649011595,0.21172697622221834,0.2872269360787213,0.2440619705186171,0.3012658811404122,0.2632932346953271,0.2992916241506708,0.397028832626247,0.21942558837411416,0.3016925385035755,0.3515098393771578,0.22006561748825676,0.3376560641214913,1.0,0.20428716749371786,0.3234180783853555,0.2317961718041351,0.21375422397514365,0.31488578210068685,0.2720253539274542,0.27960757316962387,0.23146185892082335,0.08349103467202161
X23,0.3391284466035461,0.2959336773956331,0.23205122028323033,0.31329426867517013,0.17834803983045736,0.28816861179532594,0.23546683632036575,0.2725185732927049,0.2544282897464597,0.34650736990035574,0.3107843473697701,0.26871974465262016,0.21138727050294928,0.3157510402237173,0.23580238439661705,0.3352247433217133,0.3877974487800253,0.3157093145526647,0.23678738113428505,0.37280824990095285,0.23848015696131156,0.20428716749371786,1.0,0.2762450456052835,0.22584870054222628,0.3018373838706933,0.2897727229637647,0.23775999114969304,0.3692377603187022,0.19503800208902514,0.12284504398029394
X24,0.21739874744752022,0.31548145253142607,0.2793845821977772,0.35290090900081655,0.27754006377188734,0.2490227838434391,0.33601144565725377,0.3027799445680938,0.2501674168713697,0.33545990944837056,0.278069899820381,0.3023686073199179,0.21634415331341864,0.16209997871415252,0.3347295153161284,0.2965777329649171,0.26658384061958096,0.27012803269535113,0.28831965804085785,0.3208048977785453,0.2697041536176277,0.3234180783853555,0.2762450456052835,1.0,0.2846450418021389,0.131674686130226,0.32544799015844855,0.27900164311628695,0.30468629900688554,0.23615704532990417,0.09371916720069812
X25,0.3176981305821183,0.3414554693508768,0.31577119102343953,0.3629902755504801,0.2777175171115028,0.2160385956258046,0.35997444904767006,0.36944460870710905,0.2893152788920099,0.3300065134118446,0.3534875793750712,0.31804473785707504,0.3314311348476724,0.3214730925327846,0.25513361758431313,0.2719289307880236,0.32893105654722665,0.3320017900531528,0.27500481707414903,0.35196202405346494,0.33964577151418673,0.2317961718041351,0.22584870054222628,0.2846450418021389,1.0,0.32695378792196617,0.3523637779768441,0.2715518012093346,0.40054017000534226,0.38284090186515474,-0.03923132345911835
X26,0.27309820272492646,0.3247902867482304,0.25353950826487914,0.33436261854744254,0.134723201245955,0.2813026594881355,0.22512265842581852,0.33723726997967374,0.35108585836137485,0.26800408835486283,0.21151590340031814,0.24992927914308832,0.29659611014196424,0.31863881081255385,0.35007514940517626,0.32036976285599217,0.3134422535216605,0.31246218052920793,0.2183799147027649,0.2662663103663886,0.31539042195122424,0.21375422397514365,0.3018373838706933,0.131674686130226,0.32695378792196617,1.0,0.26328066705190817,0.20708263630893492,0.2804759020747836,0.2361591268985649,-0.013028589743452466
X27,0.43262136506305315,0.24393373104699032,0.32239371354722357,0.3132621390673959,0.24897253335550754,0.3138852444858702,0.4049101487798864,0.31888996033572165,0.3044928888892972,0.3237608947690786,0.2642473770706011,0.4189194999445465,0.33240873070718474,0.23692441557273958,0.2728423725212694,0.41088077781713084,0.1741737396977562,0.2899553235582758,0.24668973773897643,0.3557131809875358,0.34498285508678017,0.31488578210068685,0.2897727229637647,0.32544799015844855,0.3523637779768441,0.26328066705190817,1.0,0.33338770062001455,0.36253266842417015,0.3832662340027641,0.12690732458561527
X28,0.38178784450419806,0.28489699669462193,0.16639365448798477,0.24067946541668836,0.2562090034542413,0.2749165726132638,0.3225015359900711,0.2703177701055088,0.2996679291937315,0.31096759007673747,0.21003588380926838,0.32612619016695293,0.24592600032595704,0.2733779879774366,0.39919488249304264,0.31804432627041296,0.36739897898541857,0.23408266059987495,0.2863994421587251,0.3036901863781126,0.31093875628503886,0.2720253539274542,0.23775999114969304,0.27900164311628695,0.2715518012093346,0.20708263630893492,0.33338770062001455,1.0,0.3741962546553948,0.24481675371288233,0.12189662759216298
X29,0.40014859355927435,0.38561050842359906,0.35183191895800675,0.36132310846843657,0.31945196766589223,0.37187577938261746,0.4603734411162718,0.30384166445443356,0.17521841785672598,0.2480039982133965,0.3764763098762658,0.280684085800616,0.2916806488166201,0.3114495963852088,0.33700357779079476,0.4002728644360319,0.3456995370424556,0.42795192780776276,0.22981611966827234,0.36670403233728815,0.37866553361887817,0.27960757316962387,0.3692377603187022,0.30468629900688554,0.40054017000534226,0.2804759020747836,0.36253266842417015,0.3741962546553948,1.0,0.2506385199094195,0.0668510499128049
X30,0.3890920967499202,0.4167267310060188,0.320179324228107,0.2791871495994322,0.23023123330367956,0.19585790458364022,0.39338513342788617,0.314041206923105,0.2513749147523941,0.3388656581271147,0.30034119364605755,0.23803715558047897,0.2665913156443886,0.24820702456206845,0.2995445010765857,0.4293787372764793,0.34862563848410516,0.26920177370787324,0.24874603095465742,0.2648636347433467,0.272249198681766,0.23146185892082335,0.19503800208902514,0.23615704532990417,0.38284090186515474,0.2361591268985649,0.3832662340027641,0.24481675371288233,0.2506385199094195,1.0,-0.01722321588067948
y,-0.0671819553441497,0.004781749818766384,0.029693791083180605,0.0881324314736966,0.08286671858743944,-0.0746962625813542,0.034063415117007154,0.05056848237027235,0.037215804413754355,0.05134359206207506,-0.08092189947191254,-0.0246770412797607,0.04670482596764249,-0.06217403788877826,-0.018019229646230536,0.012040610517298657,-0.010269203504006015,-0.015418638613378052,0.13654828087223503,0.02838521104490795,0.03206653626796014,0.08349103467202161,0.12284504398029394,0.09371916720069812,-0.03923132345911835,-0.013028589743452466,0.12690732458561527,0.12189662759216298,0.0668510499128049,-0.01722321588067948,1.0
