,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,y
X11,0.13834202942604926,0.0814949177702068,0.39884853781890894,0.16069305973318612,0.2503008564062418,0.19069933338381026,0.2315210040648328,0.1723030771414067,0.306366702317501,0.19909249686663494,1.0,0.31973886688357134,0.3815104832515941,0.11078415671346613,0.17990395424170477,0.161703035016207,0.1446423785162088,0.17994067163768682,0.31450784356359596,0.34059003274636734,0.23259045769878717,0.09475594336640211,0.16892744837510265,0.13648522750035583,0.1738534635714423,0.1648687388577728,0.07045693054047775,0.030795610028445275,0.25711536258345424,0.18971669154387508,-0.059134302210793493
X12,0.20343136885385393,0.2511800923932482,0.3705515144292601,0.22450211297939787,0.22084879954503306,0.4073394113319873,0.36796226801906234,0.3541099246024868,0.18362281808210948,0.20516143863570185,0.31973886688357134,1.0,0.3312892057933109,0.30028165474274954,0.24269133851574237,0.16554266171618806,0.3480717961228607,0.3250904190894149,0.3845156468945414,0.31008439334250326,0.38876109208745724,0.3043369220301199,0.3506009176421648,0.260801271971434,0.36150478898817584,0.25814324664357574,0.21650302758051299,-0.004235668506155356,0.24978410833571543,0.3312723360602157,-0.0005859359857580416
X13,0.2752606870801768,0.21557775354747352,0.4479087598882938,0.2762895134500782,0.38955631234303373,0.37154768447681874,0.3600004961268338,0.346614568797909,0.48459239465152937,0.16070306742139215,0.3815104832515941,0.3312892057933109,1.0,0.26658961901678185,0.35023362575045885,0.2613957662897583,0.2698455208041899,0.4033937639870255,0.2730939945074919,0.22166012310697,0.346291445247037,0.27988095233755095,0.3578199830398921,0.43105924148835545,0.2825055083300615,0.25370919305619793,0.18689162850856267,0.15534984415219533,0.3038039901675192,0.37074015118255554,-0.09643132915034784
X14,0.22998413306068655,0.33868174354250347,0.28131986083553423,0.4143274379915932,0.2421031650508761,0.3710252144703265,0.2412163193271788,0.34479084113971065,0.15846110638365682,0.2205024147993388,0.11078415671346613,0.30028165474274954,0.26658961901678185,1.0,0.2358385005945309,0.3365833049196193,0.16392134254366997,0.1838365424024202,0.23517122897952294,0.31879155623833305,0.27571166646425355,0.2472932260470827,0.23609097340804105,0.3157407900580543,0.2659319359679593,0.12272656179759073,0.16159930126295455,0.1756283732486216,0.2817003250383451,0.3423021469257869,-0.08309022580542222
X15,0.14460108248749115,0.16331228557794436,0.23971544376392614,0.2882559586203905,0.2851946629398433,0.22035748533696445,0.30413115509337457,0.22316157893480892,0.21537430935283716,0.07939880934695817,0.17990395424170477,0.24269133851574237,0.35023362575045885,0.2358385005945309,1.0,0.2783344028654522,0.22056416824862862,0.25102430909086143,0.21921626408158149,0.3314170294537684,0.4473875950383542,0.25454595687077575,0.33809111767559413,0.27560051238291416,0.3212575311975996,0.09374861345979119,0.200794984617356,0.015190710533981374,0.39982315525491885,0.08426402628162545,-0.0044428466010503235
X16,0.14467825127470718,0.2310314073644877,0.19240968564107555,0.28622273340177457,0.33814143610830155,0.18953498886669223,0.21946801741551705,0.29424680874275827,0.24313377778002854,0.17319878798536706,0.161703035016207,0.16554266171618806,0.2613957662897583,0.3365833049196193,0.2783344028654522,1.0,0.14816704174465084,0.28331300245281327,0.06830991813897638,0.3072254928627847,0.23983072382730589,0.31938075177766373,0.2333634683785682,0.34362592156864596,0.36940403062795124,0.2574685842771206,0.17407425138380295,0.22594673530474918,0.27166402398541095,0.257446228220918,-0.07467160971087472
X17,0.3085034726987708,0.22975213396473532,0.19207369844358002,0.28673620546808215,0.21813117614974378,0.31821339726472636,0.21030365728737596,0.36786965582556186,0.2684468467577241,0.2594984417969417,0.1446423785162088,0.3480717961228607,0.2698455208041899,0.16392134254366997,0.22056416824862862,0.14816704174465084,1.0,0.2865907479547081,0.29735560384310544,0.2262848430173706,0.36137023103394667,0.271961398092001,0.3308736003680766,0.280558482655186,0.4250473701314673,0.2451610069878225,0.34553291225605737,0.08900260058894664,0.3175430509494442,0.23257418345891406,-0.10985344472403635
X18,0.2166716200831486,0.17676532757445418,0.27207199463978726,0.2812915896652719,0.19540238281415406,0.2534692157119576,0.3420302249996291,0.3730649649627534,0.34094213995950295,0.38131831877364825,0.17994067163768682,0.3250904190894149,0.4033937639870255,0.1838365424024202,0.25102430909086143,0.28331300245281327,0.2865907479547081,1.0,0.268585829100422,0.22976328903718943,0.37698096004560944,0.3169551564502674,0.33540318523027424,0.41275618421746946,0.26667437969306357,0.261118298333843,0.2538123749143799,0.11000272498857461,0.22815010949654405,0.19843466679378963,-0.007189182746608792
X19,0.1459396891764528,0.1502426110877405,0.24150398663765615,0.30018438936522635,0.2147296839283419,0.1889250786109291,0.288958605034321,0.19948139092978476,0.23605388838750402,0.3182901918598491,0.31450784356359596,0.3845156468945414,0.2730939945074919,0.23517122897952294,0.21921626408158149,0.06830991813897638,0.29735560384310544,0.268585829100422,1.0,0.20690090542668912,0.2851957969426048,0.17364543739454283,0.37756224887143847,0.1629641292261184,0.18605968878307944,0.10559399205476803,0.19247838392960628,0.14241981848892668,0.30356673089756286,0.2056209004517122,0.1298383963654933
X20,0.16895042148791395,0.1938532332092742,0.1778384312992237,0.3475295711259586,0.30143015383354105,0.3413364649340506,0.3541348326026601,0.3315371313332688,0.3208142716841489,0.36538300162367665,0.34059003274636734,0.31008439334250326,0.22166012310697,0.31879155623833305,0.3314170294537684,0.3072254928627847,0.2262848430173706,0.22976328903718943,0.20690090542668912,1.0,0.30086761445846427,0.18685996694709314,0.1826433026665903,0.28245148639449297,0.28372242125330055,0.20172132885763083,0.10864297784420143,0.14998377644030692,0.28128077465627715,0.2172900705709921,0.06277942538273451
X21,0.26858163102376936,0.33239488756563695,0.28722310218477304,0.3496134986872915,0.24691351350024857,0.2685326905598304,0.3197239030200816,0.41041270143423736,0.2697906593630886,0.24320797879231718,0.23259045769878717,0.38876109208745724,0.346291445247037,0.27571166646425355,0.4473875950383542,0.23983072382730589,0.36137023103394667,0.37698096004560944,0.2851957969426048,0.30086761445846427,1.0,0.35883652583554987,0.35270078115629977,0.41458363880764465,0.41278945459228517,0.280630009234844,0.35393787328428694,0.16571057531461428,0.411778173765618,0.36034724953196323,-0.11314798643713447
X22,0.10792687228512182,0.31775489433506426,0.24472221404208225,0.19464300997858489,0.33846006313747473,0.3367792686675471,0.22880163850143556,0.3865224726713771,0.16858245692711624,0.3339418211878669,0.09475594336640211,0.3043369220301199,0.27988095233755095,0.2472932260470827,0.25454595687077575,0.31938075177766373,0.271961398092001,0.3169551564502674,0.17364543739454283,0.18685996694709314,0.35883652583554987,1.0,0.28445673057958604,0.321702185152947,0.4278585807445425,0.2940450544472021,0.2052050010302097,0.27554805452879655,0.2432503581155693,0.35158343244895857,-0.02664230450103858
X23,0.18294796794597448,0.28778959441791935,0.11796826573184035,0.22570479622821227,0.40372591830153726,0.13812375952646025,0.34506003230932714,0.3634006205238217,0.2508060936088449,0.24342601039795014,0.16892744837510265,0.3506009176421648,0.3578199830398921,0.23609097340804105,0.33809111767559413,0.2333634683785682,0.3308736003680766,0.33540318523027424,0.37756224887143847,0.1826433026665903,0.35270078115629977,0.28445673057958604,1.0,0.24089276394672102,0.3118002726662722,0.1587978567389514,0.25426290468295104,0.036843006043014256,0.17717542781525983,0.1574161429416955,-0.07066412352446098
X24,0.31331258726605127,0.23561396230295,0.15135551670875289,0.31467965812045784,0.3174751530824682,0.26178416236843144,0.2783930246934188,0.2979101421837029,0.3236728824782618,0.27122607333583887,0.13648522750035583,0.260801271971434,0.43105924148835545,0.3157407900580543,0.27560051238291416,0.34362592156864596,0.280558482655186,0.41275618421746946,0.1629641292261184,0.28245148639449297,0.41458363880764465,0.321702185152947,0.24089276394672102,1.0,0.2921378778635745,0.27229701882002305,0.2479712604458611,0.23377296836698136,0.335125228957112,0.4274295464900574,-0.13349476882280942
X25,0.21058448045778116,0.26989599213402227,0.13764609306306375,0.2742821123675704,0.3674918615995803,0.30595026483165666,0.2928912725085865,0.33735020037171215,0.2768395978045373,0.23325820583116375,0.1738534635714423,0.36150478898817584,0.2825055083300615,0.2659319359679593,0.3212575311975996,0.36940403062795124,0.4250473701314673,0.26667437969306357,0.18605968878307944,0.28372242125330055,0.41278945459228517,0.4278585807445425,0.3118002726662722,0.2921378778635745,1.0,0.29080705619138253,0.32636618169081827,0.1998168918237884,0.23775064172547788,0.35295831458585725,-0.024586098914662433
X26,0.1679697878563625,0.15446206033544402,0.08696990800694517,0.3426843526332872,0.21769681774031938,0.2723567618557011,0.11271893170547707,0.36353603054737516,0.25400755432455774,0.24023007885208672,0.1648687388577728,0.25814324664357574,0.25370919305619793,0.12272656179759073,0.09374861345979119,0.2574685842771206,0.2451610069878225,0.261118298333843,0.10559399205476803,0.20172132885763083,0.280630009234844,0.2940450544472021,0.1587978567389514,0.27229701882002305,0.29080705619138253,1.0,0.21178244426316117,0.06501210550288135,0.2237259187575258,0.3552259288074703,-0.1465424276312522
X27,0.28253784724063313,0.08186051917626318,0.09067107735407638,0.27461996667917216,0.15687629360798874,0.2250707672435861,0.22322560404727734,0.2539199612260673,0.2542752104803937,0.06913926880440176,0.07045693054047775,0.21650302758051299,0.18689162850856267,0.16159930126295455,0.200794984617356,0.17407425138380295,0.34553291225605737,0.2538123749143799,0.19247838392960628,0.10864297784420143,0.35393787328428694,0.2052050010302097,0.25426290468295104,0.2479712604458611,0.32636618169081827,0.21178244426316117,1.0,-0.027604375900364058,0.202194899310402,0.22255996367401495,-0.08364526389439242
X28,0.10738784665894065,0.14272236278446565,0.16967338649303082,0.1055106911136146,0.2939611000898573,0.09386389983647372,0.0076429286460788,0.19664145075361564,0.20276591329874802,0.28716099892222935,0.030795610028445275,-0.004235668506155356,0.15534984415219533,0.1756283732486216,0.015190710533981374,0.22594673530474918,0.08900260058894664,0.11000272498857461,0.14241981848892668,0.14998377644030692,0.16571057531461428,0.27554805452879655,0.036843006043014256,0.23377296836698136,0.1998168918237884,0.06501210550288135,-0.027604375900364058,1.0,0.13364374211991148,0.17593238675342607,-0.0695128997976431
X29,0.3478158559005741,0.24308562033787373,0.27033954197795645,0.33224844026234407,0.2550429028823834,0.16984780585219003,0.20178498954028656,0.3193735429258261,0.244609797757029,0.17134530880601817,0.25711536258345424,0.24978410833571543,0.3038039901675192,0.2817003250383451,0.39982315525491885,0.27166402398541095,0.3175430509494442,0.22815010949654405,0.30356673089756286,0.28128077465627715,0.411778173765618,0.2432503581155693,0.17717542781525983,0.335125228957112,0.23775064172547788,0.2237259187575258,0.202194899310402,0.13364374211991148,1.0,0.36277456942545344,0.005100731660161673
X30,0.19868395312660614,0.33387149206558847,0.23772009642087427,0.17513489014163422,0.26658553910663996,0.24427087999000524,0.2683554208249265,0.3064784809848505,0.33743113978335654,0.20353381418504815,0.18971669154387508,0.3312723360602157,0.37074015118255554,0.3423021469257869,0.08426402628162545,0.257446228220918,0.23257418345891406,0.19843466679378963,0.2056209004517122,0.2172900705709921,0.36034724953196323,0.35158343244895857,0.1574161429416955,0.4274295464900574,0.35295831458585725,0.3552259288074703,0.22255996367401495,0.17593238675342607,0.36277456942545344,1.0,-0.07532704826782971
y,0.022242010608019388,0.01811423951272815,-0.1359652336955139,-0.17129592967921176,-0.006348230739356533,-0.08601257177372801,0.002630530120501187,-0.007446681604508452,-0.013923413855757334,0.07253010586053915,-0.059134302210793493,-0.0005859359857580416,-0.09643132915034784,-0.08309022580542222,-0.0044428466010503235,-0.07467160971087472,-0.10985344472403635,-0.007189182746608792,0.1298383963654933,0.06277942538273451,-0.11314798643713447,-0.02664230450103858,-0.07066412352446098,-0.13349476882280942,-0.024586098914662433,-0.1465424276312522,-0.08364526389439242,-0.0695128997976431,0.005100731660161673,-0.07532704826782971,1.0
